account_id,calculated_closing_balance,reported_closing_balance,difference,status
A000096,22559.93,22559.93,0.0,PASS
A000097,11524.44,11524.44,0.0,PASS
A000098,12513.39,12513.39,0.0,PASS
A000099,13872.04,13872.04,0.0,PASS
A000100,3532.36,3532.36,0.0,PASS
A000101,3102.47,3102.47,0.0,PASS
A000102,11943.5,11943.5,0.0,PASS
A000103,10618.27,10618.27,0.0,PASS
A000104,17241.59,17241.59,0.0,PASS
A000105,4233.85,4233.85,0.0,PASS
A000106,18148.71,18148.71,0.0,PASS
A000107,17187.39,17187.39,0.0,PASS
A000108,12218.37,12218.37,0.0,PASS
A000109,21375.81,21375.81,0.0,PASS
A000110,10738.18,10738.18,0.0,PASS
A000111,14044.16,14044.16,0.0,PASS
A000112,8340.09,8340.09,0.0,PASS
A000113,3497.14,3497.14,0.0,PASS
A000114,14638.71,14638.71,0.0,PASS
A000115,15651.77,15651.77,0.0,PASS
A000116,18840.92,18840.92,0.0,PASS
A000117,12503.06,12503.06,0.0,PASS
A000118,18823.18,18823.18,0.0,PASS
A000119,18398.94,18398.94,0.0,PASS
A000120,10176.76,10176.76,0.0,PASS
A000121,12574.92,12574.92,0.0,PASS
A000122,20332.62,20332.62,0.0,PASS
A000123,2465.7,2465.7,0.0,PASS
A000124,12843.52,12843.52,0.0,PASS
A000125,16735.48,16735.48,0.0,PASS
A000126,3333.47,3333.47,0.0,PASS
A000127,5074.85,5074.85,0.0,PASS
A000128,11876.49,11876.49,0.0,PASS
A000129,6790.95,6790.95,0.0,PASS
A000130,21131.21,21131.21,0.0,PASS
A000131,7048.3,7048.3,0.0,PASS
A000132,7381.75,7381.75,0.0,PASS
A000133,18938.37,18938.37,0.0,PASS
A000134,22951.86,22951.86,0.0,PASS
A000135,6840.9,6840.9,0.0,PASS
A000136,17704.24,17704.24,0.0,PASS
A000137,16117.29,16117.29,0.0,PASS
A000138,10866.02,10866.02,0.0,PASS
A000139,18288.63,18288.63,0.0,PASS
A000140,14118.76,14118.76,0.0,PASS
A000141,7496.64,7496.64,0.0,PASS
A000142,15540.76,15540.76,0.0,PASS
A000143,13649.49,13649.49,0.0,PASS
A000144,6998.63,6998.63,0.0,PASS
A000145,23878.98,23878.98,0.0,PASS
A000146,11274.29,11274.29,0.0,PASS
A000147,10396.14,10396.14,0.0,PASS
A000148,17239.47,17239.47,0.0,PASS
A000149,7990.28,7990.28,0.0,PASS
A000150,8832.67,8832.67,0.0,PASS
A000151,6672.46,6672.46,0.0,PASS
A000152,5077.2,5077.2,0.0,PASS
A000153,8427.53,8427.53,0.0,PASS
A000154,16084.22,16084.22,0.0,PASS
A000155,5481.58,5481.58,0.0,PASS
A000156,6554.29,6554.29,0.0,PASS
A000157,4765.28,4765.28,0.0,PASS
A000158,6020.98,6020.98,0.0,PASS
A000159,16785.27,16785.27,0.0,PASS
A000160,13941.03,13941.03,0.0,PASS
A000161,14917.82,14917.82,0.0,PASS
A000162,5669.15,5669.15,0.0,PASS
A000163,15354.48,15354.48,0.0,PASS
A000164,4160.35,4160.35,0.0,PASS
A000165,16608.4,16608.4,0.0,PASS
A000166,14396.44,14396.44,0.0,PASS
A000167,18344.49,18344.49,0.0,PASS
A000168,8049.99,8049.99,0.0,PASS
A000169,5958.72,5958.72,0.0,PASS
A000170,8755.62,8755.62,0.0,PASS
A000171,9070.8,9070.8,0.0,PASS
A000172,11300.04,11300.04,0.0,PASS
A000173,24289.15,24289.15,0.0,PASS
A000174,6499.04,6499.04,0.0,PASS
A000175,3850.86,3850.86,0.0,PASS
A000176,12143.07,12143.07,0.0,PASS
A000177,8553.86,8553.86,0.0,PASS
A000178,9723.87,9723.87,0.0,PASS
A000179,12802.33,12802.33,0.0,PASS
A000180,16343.43,16343.43,0.0,PASS
A000181,7402.0,7402.0,0.0,PASS
A000182,4734.23,4734.23,0.0,PASS
A000183,11982.84,11982.84,0.0,PASS
A000184,19921.78,19921.78,0.0,PASS
A000185,8540.89,8540.89,0.0,PASS
A000186,12624.74,12624.74,0.0,PASS
A000187,3494.77,3494.77,0.0,PASS
A000188,5201.28,5201.28,0.0,PASS
A000189,20547.93,20547.93,0.0,PASS
A000190,9638.84,9638.84,0.0,PASS
A000191,17357.54,17357.54,0.0,PASS
A000192,25516.93,25516.93,0.0,PASS
A000193,8165.53,8165.53,0.0,PASS
A000194,10329.73,10329.73,0.0,PASS
A000195,14050.69,14050.69,0.0,PASS
A000196,16576.07,16576.07,0.0,PASS
A000197,16057.23,16057.23,0.0,PASS
A000198,3275.63,3275.63,0.0,PASS
A000199,22595.31,22595.31,0.0,PASS
A000200,16255.74,16255.74,0.0,PASS
A000201,9897.38,9897.38,0.0,PASS
A000202,6705.63,6705.63,0.0,PASS
A000203,4198.98,4198.98,0.0,PASS
A000204,19032.29,19032.29,0.0,PASS
A000205,17543.82,17543.82,0.0,PASS
A000206,18698.62,18698.62,0.0,PASS
A000207,10246.63,10246.63,0.0,PASS
A000208,19347.3,19347.3,0.0,PASS
A000209,16505.96,16505.96,0.0,PASS
A000210,15950.81,15950.81,0.0,PASS
A000211,16715.81,16715.81,0.0,PASS
A000212,6901.86,6901.86,0.0,PASS
A000213,6403.54,6403.54,0.0,PASS
A000214,24251.94,24251.94,0.0,PASS
A000215,19125.77,19125.77,0.0,PASS
A000216,6147.24,6147.24,0.0,PASS
A000217,12170.52,12170.52,0.0,PASS
A000218,15937.86,15937.86,0.0,PASS
A000219,8772.9,8772.9,0.0,PASS
A000220,5793.01,5793.01,0.0,PASS
A000221,9465.26,9465.26,0.0,PASS
A000222,14168.92,14168.92,0.0,PASS
A000223,12256.56,12256.56,0.0,PASS
A000224,11781.29,11781.29,0.0,PASS
A000225,14634.42,14634.42,0.0,PASS
A000226,16100.0,16100.0,0.0,PASS
A000227,14281.23,14281.23,0.0,PASS
A000228,11298.11,11298.11,0.0,PASS
A000229,6706.82,6706.82,0.0,PASS
A000230,3664.65,3664.65,0.0,PASS
A000231,24927.03,24927.03,0.0,PASS
A000232,17069.57,17069.57,0.0,PASS
A000233,6333.59,6333.59,0.0,PASS
A000234,7708.4,7708.4,0.0,PASS
A000235,25633.77,25633.77,0.0,PASS
A000236,21279.25,21279.25,0.0,PASS
A000237,13380.54,13380.54,0.0,PASS
A000238,12357.24,12357.24,0.0,PASS
A000239,12760.85,12760.85,0.0,PASS
A000240,10034.06,10034.06,0.0,PASS
A000241,1856.84,1856.84,0.0,PASS
A000242,8354.64,8354.64,0.0,PASS
A000243,21668.76,21668.76,0.0,PASS
A000244,8161.72,8161.72,0.0,PASS
A000245,12040.33,12040.33,0.0,PASS
A000246,18086.18,18086.18,0.0,PASS
A000247,13020.74,13020.74,0.0,PASS
A000248,15525.4,15525.4,0.0,PASS
A000249,20201.23,20201.23,0.0,PASS
A000250,4777.98,4777.98,0.0,PASS
A000251,16010.4,16010.4,0.0,PASS
A000252,11711.4,11711.4,0.0,PASS
A000253,7828.36,7828.36,0.0,PASS
A000254,16249.63,16249.63,0.0,PASS
A000255,14831.89,14831.89,0.0,PASS
A000256,8978.19,8978.19,0.0,PASS
A000257,13919.44,13919.44,0.0,PASS
A000258,15641.41,15641.41,0.0,PASS
A000259,21055.92,21055.92,0.0,PASS
A000260,6034.2,6034.2,0.0,PASS
A000261,17943.32,17943.32,0.0,PASS
A000262,7066.41,7066.41,0.0,PASS
A000263,8667.26,8667.26,0.0,PASS
A000264,16126.68,16126.68,0.0,PASS
A000265,6920.75,6920.75,0.0,PASS
A000266,7708.69,7708.69,0.0,PASS
A000267,8768.61,8768.61,0.0,PASS
A000268,9173.78,9173.78,0.0,PASS
A000269,15267.55,15267.55,0.0,PASS
A000270,12479.1,12479.1,0.0,PASS
A000271,12706.4,12706.4,0.0,PASS
A000272,8296.72,8296.72,0.0,PASS
A000273,16016.91,16016.91,0.0,PASS
A000274,18021.83,18021.83,0.0,PASS
A000275,4214.52,4214.52,0.0,PASS
A000276,24873.57,24873.57,0.0,PASS
A000277,5257.22,5257.22,0.0,PASS
A000278,11475.13,11475.13,0.0,PASS
A000279,15420.58,15420.58,0.0,PASS
A000280,12027.19,12027.19,0.0,PASS
A000281,16371.68,16371.68,0.0,PASS
A000282,16840.79,16840.79,0.0,PASS
A000283,3801.16,3801.16,0.0,PASS
A000284,7868.86,7868.86,0.0,PASS
A000285,7999.18,7999.18,0.0,PASS
A000286,16284.4,16284.4,0.0,PASS
A000287,8573.69,8573.69,0.0,PASS
A000288,5518.6,5518.6,0.0,PASS
A000289,14960.24,14960.24,0.0,PASS
A000290,3301.54,3301.54,0.0,PASS
A000291,6624.66,6624.66,0.0,PASS
A000292,22085.87,22085.87,0.0,PASS
A000293,7817.99,7817.99,0.0,PASS
A000294,16990.69,16990.69,0.0,PASS
A000295,12405.36,12405.36,0.0,PASS
A000296,8199.55,8199.55,0.0,PASS
A000297,7512.45,7512.45,0.0,PASS
A000298,2501.33,2501.33,0.0,PASS
A000299,10177.85,10177.85,0.0,PASS
A000300,4165.08,4165.08,0.0,PASS
A000301,-1606.83,-1606.83,0.0,PASS
A000302,833.97,833.97,0.0,PASS
A000303,11418.7,11418.7,0.0,PASS
A000304,10805.63,10805.63,0.0,PASS
A000305,6619.24,6619.24,0.0,PASS
A000306,6228.22,6228.22,0.0,PASS
A000307,6903.09,6903.09,0.0,PASS
A000308,19322.56,19322.56,0.0,PASS
A000309,11356.44,11356.44,0.0,PASS
A000310,14731.12,14731.12,0.0,PASS
A000311,14431.67,14431.67,0.0,PASS
A000312,10642.53,10642.53,0.0,PASS
A000313,12780.37,12780.37,0.0,PASS
A000314,11492.17,11492.17,0.0,PASS
A000315,8586.07,8586.07,0.0,PASS
A000316,15371.95,15371.95,0.0,PASS
A000317,14347.04,14347.04,0.0,PASS
A000318,17918.19,17918.19,0.0,PASS
A000319,17528.11,17528.11,0.0,PASS
A000320,12781.79,12781.79,0.0,PASS
A000321,8910.14,8910.14,0.0,PASS
A000322,12667.52,12667.52,0.0,PASS
A000323,14209.31,14209.31,0.0,PASS
A000324,15411.98,15411.98,0.0,PASS
A000325,16090.4,16090.4,0.0,PASS
A000326,6741.27,6741.27,0.0,PASS
A000327,14935.83,14935.83,0.0,PASS
A000328,12797.53,12797.53,0.0,PASS
A000329,20224.16,20224.16,0.0,PASS
A000330,16456.68,16456.68,0.0,PASS
A000331,7874.73,7874.73,0.0,PASS
A000332,7881.01,7881.01,0.0,PASS
A000333,17090.73,17090.73,0.0,PASS
A000334,9631.8,9631.8,0.0,PASS
A000335,11710.78,11710.78,0.0,PASS
A000336,-516.34,-516.34,0.0,PASS
A000337,19150.43,19150.43,0.0,PASS
A000338,18585.79,18585.79,0.0,PASS
A000339,21757.86,21757.86,0.0,PASS
A000340,18879.07,18879.07,0.0,PASS
A000341,17570.85,17570.85,0.0,PASS
A000342,19769.22,19769.22,0.0,PASS
A000343,10516.53,10516.53,0.0,PASS
A000344,11168.83,11168.83,0.0,PASS
A000345,8070.3,8070.3,0.0,PASS
A000346,16656.26,16656.26,0.0,PASS
A000347,28803.34,28803.34,0.0,PASS
A000348,16143.49,16143.49,0.0,PASS
A000349,5520.45,5520.45,0.0,PASS
A000350,20134.93,20134.93,0.0,PASS
A000351,7822.03,7822.03,0.0,PASS
A000352,17915.06,17915.06,0.0,PASS
A000353,8156.54,8156.54,0.0,PASS
A000354,10702.49,10702.49,0.0,PASS
A000355,4662.97,4662.97,0.0,PASS
A000356,27585.54,27585.54,0.0,PASS
A000357,13758.7,13758.7,0.0,PASS
A000358,23439.48,23439.48,0.0,PASS
A000359,8038.71,8038.71,0.0,PASS
A000360,19450.84,19450.84,0.0,PASS
A000361,10219.28,10219.28,0.0,PASS
A000362,19167.78,19167.78,0.0,PASS
A000363,8497.03,8497.03,0.0,PASS
A000364,17360.93,17360.93,0.0,PASS
A000365,13249.63,13249.63,0.0,PASS
A000366,9095.51,9095.51,0.0,PASS
A000367,16940.86,16940.86,0.0,PASS
A000368,14848.3,14848.3,0.0,PASS
A000369,12327.7,12327.7,0.0,PASS
A000370,21720.65,21720.65,0.0,PASS
A000371,87.31,87.31,0.0,PASS
A000372,3169.3,3169.3,0.0,PASS
A000373,5703.01,5703.01,0.0,PASS
A000374,17600.04,17600.04,0.0,PASS
A000375,10527.57,10527.57,0.0,PASS
A000376,19685.31,19685.31,0.0,PASS
A000377,11878.0,11878.0,0.0,PASS
A000378,10967.37,10967.37,0.0,PASS
A000379,7214.31,7214.31,0.0,PASS
A000380,5862.36,5862.36,0.0,PASS
A000381,21235.11,21235.11,0.0,PASS
A000382,12515.28,12515.28,0.0,PASS
A000383,18117.26,18117.26,0.0,PASS
A000384,4930.94,4930.94,0.0,PASS
A000385,19404.69,19404.69,0.0,PASS
A000386,7738.84,7738.84,0.0,PASS
A000387,2562.75,2562.75,0.0,PASS
A000388,4328.87,4328.87,0.0,PASS
A000389,15191.85,15191.85,0.0,PASS
A000390,14032.58,14032.58,0.0,PASS
A000391,17208.24,17208.24,0.0,PASS
A000392,17327.07,17327.07,0.0,PASS
A000393,20955.19,20955.19,0.0,PASS
A000394,16408.66,16408.66,0.0,PASS
A000395,12863.63,12863.63,0.0,PASS
A000396,13268.54,13268.54,0.0,PASS
A000397,3507.86,3507.86,0.0,PASS
A000398,7739.07,7739.07,0.0,PASS
A000399,7107.55,7107.55,0.0,PASS
A000400,1967.13,1967.13,0.0,PASS
A000401,15490.26,15490.26,0.0,PASS
A000402,16616.01,16616.01,0.0,PASS
A000403,21839.78,21839.78,0.0,PASS
A000404,18673.13,18673.13,0.0,PASS
A000405,18944.86,18944.86,0.0,PASS
A000406,3077.16,3077.16,0.0,PASS
A000407,27024.73,27024.73,0.0,PASS
A000408,14785.22,14785.22,0.0,PASS
A000409,20790.31,20790.31,0.0,PASS
A000410,18324.58,18324.58,0.0,PASS
A000411,22583.24,22583.24,0.0,PASS
A000412,23217.73,23217.73,0.0,PASS
A000413,19686.13,19686.13,0.0,PASS
A000414,7216.44,7216.44,0.0,PASS
A000415,7197.16,7197.16,0.0,PASS
A000416,7748.96,7748.96,0.0,PASS
A000417,4050.3,4050.3,0.0,PASS
A000418,19423.04,19423.04,0.0,PASS
A000419,9053.68,9053.68,0.0,PASS
A000420,13893.27,13893.27,0.0,PASS
A000421,12619.13,12619.13,0.0,PASS
A000422,11571.42,11571.42,0.0,PASS
A000423,6342.09,6342.09,0.0,PASS
A000424,11185.64,11185.64,0.0,PASS
A000425,9389.81,9389.81,0.0,PASS
A000426,12690.88,12690.88,0.0,PASS
A000427,7780.46,7780.46,0.0,PASS
A000428,9448.31,9448.31,0.0,PASS
A000429,10628.39,10628.39,0.0,PASS
A000430,7827.95,7827.95,0.0,PASS
A000431,8345.86,8345.86,0.0,PASS
A000432,18642.85,18642.85,0.0,PASS
A000433,8971.26,8971.26,0.0,PASS
A000434,2649.62,2649.62,0.0,PASS
A000435,22597.65,22597.65,0.0,PASS
A000436,9245.48,9245.48,0.0,PASS
A000437,11940.37,11940.37,0.0,PASS
A000438,20182.31,20182.31,0.0,PASS
A000439,15294.11,15294.11,0.0,PASS
A000440,11108.91,11108.91,0.0,PASS
A000441,9604.71,9604.71,0.0,PASS
A000442,12539.3,12539.3,0.0,PASS
A000443,23381.39,23381.39,0.0,PASS
A000444,9642.58,9642.58,0.0,PASS
A000445,19618.09,19618.09,0.0,PASS
A000446,20565.77,20565.77,0.0,PASS
A000447,12001.44,12001.44,0.0,PASS
A000448,12082.93,12082.93,0.0,PASS
A000449,15755.35,15755.35,0.0,PASS
A000450,15102.58,15102.58,0.0,PASS
A000451,6064.92,6064.92,0.0,PASS
A000452,13398.52,13398.52,0.0,PASS
A000453,3351.31,3351.31,0.0,PASS
A000454,10697.66,10697.66,0.0,PASS
A000455,2662.94,2662.94,0.0,PASS
A000456,7939.94,7939.94,0.0,PASS
A000457,21512.07,21512.07,0.0,PASS
A000458,7909.02,7909.02,0.0,PASS
A000459,5569.96,5569.96,0.0,PASS
A000460,16587.23,16587.23,0.0,PASS
A000461,14094.75,14094.75,0.0,PASS
A000462,13156.64,13156.64,0.0,PASS
A000463,20947.26,20947.26,0.0,PASS
A000464,20231.5,20231.5,0.0,PASS
A000465,15787.96,15787.96,0.0,PASS
A000466,10009.28,10009.28,0.0,PASS
A000467,23571.28,23571.28,0.0,PASS
A000468,7679.1,7679.1,0.0,PASS
A000469,6110.17,6110.17,0.0,PASS
A000470,13420.01,13420.01,0.0,PASS
A000471,21170.38,21170.38,0.0,PASS
A000472,5514.36,5514.36,0.0,PASS
A000473,21761.46,21761.46,0.0,PASS
A000474,5841.22,5841.22,0.0,PASS
A000475,5126.59,5126.59,0.0,PASS
A000476,8022.82,8022.82,0.0,PASS
A000477,28421.46,28421.46,0.0,PASS
A000478,13236.74,13236.74,0.0,PASS
A000479,7143.76,7143.76,0.0,PASS
A000480,3679.32,3679.32,0.0,PASS
A000481,16038.91,16038.91,0.0,PASS
A000482,13244.79,13244.79,0.0,PASS
A000483,3623.61,3623.61,0.0,PASS
A000484,16857.49,16857.49,0.0,PASS
A000485,10178.28,10178.28,0.0,PASS
A000486,10899.82,10899.82,0.0,PASS
A000487,16681.26,16681.26,0.0,PASS
A000488,18215.66,18215.66,0.0,PASS
A000489,10287.2,10287.2,0.0,PASS
A000490,14901.01,14901.01,0.0,PASS
A000491,9785.27,9785.27,0.0,PASS
A000492,16875.04,16875.04,0.0,PASS
A000493,14142.79,14142.79,0.0,PASS
A000494,19929.66,19929.66,0.0,PASS
A000495,7464.38,7464.38,0.0,PASS
A000496,8624.17,8624.17,0.0,PASS
A000497,17025.77,17025.77,0.0,PASS
A000498,24613.34,24613.34,0.0,PASS
A000499,5839.8,5839.8,0.0,PASS
A000500,13256.06,13256.06,0.0,PASS
A000501,10865.76,10865.76,0.0,PASS
A000502,5934.58,5934.58,0.0,PASS
A000503,689.92,689.92,0.0,PASS
A000504,8935.1,8935.1,0.0,PASS
A000505,14016.6,14016.6,0.0,PASS
A000506,3018.42,3018.42,0.0,PASS
A000507,7977.43,7977.43,0.0,PASS
A000508,17273.02,17273.02,0.0,PASS
A000509,9792.9,9792.9,0.0,PASS
A000510,14237.1,14237.1,0.0,PASS
A000511,17485.5,17485.5,0.0,PASS
A000512,13736.33,13736.33,0.0,PASS
A000513,18309.92,18309.92,0.0,PASS
A000514,11246.91,11246.91,0.0,PASS
A000515,10069.49,10069.49,0.0,PASS
A000516,13168.04,13168.04,0.0,PASS
A000517,4839.54,4839.54,0.0,PASS
A000518,12887.55,12887.55,0.0,PASS
A000519,8874.35,8874.35,0.0,PASS
A000520,13973.4,13973.4,0.0,PASS
A000521,6206.93,6206.93,0.0,PASS
A000522,9190.84,9190.84,0.0,PASS
A000523,9934.21,9934.21,0.0,PASS
A000524,15292.48,15292.48,0.0,PASS
A000525,17399.76,17399.76,0.0,PASS
A000526,3063.19,3063.19,0.0,PASS
A000527,3744.59,3744.59,0.0,PASS
A000528,5615.03,5615.03,0.0,PASS
A000529,8974.8,8974.8,0.0,PASS
A000530,14973.28,14973.28,0.0,PASS
A000531,7951.06,7951.06,0.0,PASS
A000532,18362.01,18362.01,0.0,PASS
A000533,6004.49,6004.49,0.0,PASS
A000534,13098.4,13098.4,0.0,PASS
A000535,7584.19,7584.19,0.0,PASS
A000536,17279.19,17279.19,0.0,PASS
A000537,16620.42,16620.42,0.0,PASS
A000538,15368.37,15368.37,0.0,PASS
A000539,22568.59,22568.59,0.0,PASS
A000540,16577.09,16577.09,0.0,PASS
A000541,12456.71,12456.71,0.0,PASS
A000542,14698.31,14698.31,0.0,PASS
A000543,19555.9,19555.9,0.0,PASS
A000544,7164.47,7164.47,0.0,PASS
A000545,21181.96,21181.96,0.0,PASS
A000546,7202.93,7202.93,0.0,PASS
A000547,9924.68,9924.68,0.0,PASS
A000548,5413.76,5413.76,0.0,PASS
A000549,10388.75,10388.75,0.0,PASS
A000550,12326.21,12326.21,0.0,PASS
A000551,23280.27,23280.27,0.0,PASS
A000552,8847.09,8847.09,0.0,PASS
A000553,6914.51,6914.51,0.0,PASS
A000554,13366.5,13366.5,0.0,PASS
A000555,14031.88,14031.88,0.0,PASS
A000556,4689.33,4689.33,0.0,PASS
A000557,17697.96,17697.96,0.0,PASS
A000558,18834.82,18834.82,0.0,PASS
A000559,21569.29,21569.29,0.0,PASS
A000560,13397.59,13397.59,0.0,PASS
A000561,9838.02,9838.02,0.0,PASS
A000562,6502.34,6502.34,0.0,PASS
A000563,16142.97,16142.97,0.0,PASS
A000564,10677.0,10677.0,0.0,PASS
A000565,25771.04,25771.04,0.0,PASS
A000566,19616.66,19616.66,0.0,PASS
A000567,10842.11,10842.11,0.0,PASS
A000568,21398.93,21398.93,0.0,PASS
A000569,1380.74,1380.74,0.0,PASS
A000570,19326.35,19326.35,0.0,PASS
A000571,12595.65,12595.65,0.0,PASS
A000572,16475.99,16475.99,0.0,PASS
A000573,10021.46,10021.46,0.0,PASS
A000574,13772.66,13772.66,0.0,PASS
A000575,7582.15,7582.15,0.0,PASS
A000576,23190.65,23190.65,0.0,PASS
A000577,12409.34,12409.34,0.0,PASS
A000578,3626.06,3626.06,0.0,PASS
A000579,24325.0,24325.0,0.0,PASS
A000580,13055.29,13055.29,0.0,PASS
A000581,3375.76,3375.76,0.0,PASS
A000582,15368.33,15368.33,0.0,PASS
A000583,9383.19,9383.19,0.0,PASS
A000584,8593.24,8593.24,0.0,PASS
A000585,24781.27,24781.27,0.0,PASS
A000586,14350.05,14350.05,0.0,PASS
A000587,16779.06,16779.06,0.0,PASS
A000588,19580.9,19580.9,0.0,PASS
A000589,12204.9,12204.9,0.0,PASS
A000590,11414.06,11414.06,0.0,PASS
A000591,6073.62,6073.62,0.0,PASS
A000592,20216.75,20216.75,0.0,PASS
A000593,6766.38,6766.38,0.0,PASS
A000594,20934.93,20934.93,0.0,PASS
A000595,15931.84,15931.84,0.0,PASS
A000596,14126.89,14126.89,0.0,PASS
A000597,3423.5,3423.5,0.0,PASS
A000598,5782.8,5782.8,0.0,PASS
A000599,11784.35,11784.35,0.0,PASS
A000600,2851.85,2851.85,0.0,PASS
A000601,8718.82,8718.82,0.0,PASS
A000602,16326.76,16326.76,0.0,PASS
A000603,5376.32,5376.32,0.0,PASS
A000604,19522.09,19522.09,0.0,PASS
A000605,8913.65,8913.65,0.0,PASS
A000606,9442.51,9442.51,0.0,PASS
A000607,9002.19,9002.19,0.0,PASS
A000608,19860.37,19860.37,0.0,PASS
A000609,1580.12,1580.12,0.0,PASS
A000610,18834.13,18834.13,0.0,PASS
A000611,8112.69,8112.69,0.0,PASS
A000612,22279.16,22279.16,0.0,PASS
A000613,15429.48,15429.48,0.0,PASS
A000614,12830.1,12830.1,0.0,PASS
A000615,15970.86,15970.86,0.0,PASS
A000616,18249.79,18249.79,0.0,PASS
A000617,17741.75,17741.75,0.0,PASS
A000618,12520.37,12520.37,0.0,PASS
A000619,5313.94,5313.94,0.0,PASS
A000620,13535.69,13535.69,0.0,PASS
A000621,8860.19,8860.19,0.0,PASS
A000622,15497.31,15497.31,0.0,PASS
A000623,17810.48,17810.48,0.0,PASS
A000624,2227.59,2227.59,0.0,PASS
A000625,18931.05,18931.05,0.0,PASS
A000626,16310.0,16310.0,0.0,PASS
A000627,18147.1,18147.1,0.0,PASS
A000628,717.76,717.76,0.0,PASS
A000629,9299.36,9299.36,0.0,PASS
A000630,18557.52,18557.52,0.0,PASS
A000631,18622.24,18622.24,0.0,PASS
A000632,13874.36,13874.36,0.0,PASS
A000633,8035.08,8035.08,0.0,PASS
